,ID,os,day,day.of.week,within.day,SurveyType,RunTimestamp,SubmissionTimestamp,v1,v2,v3,t1,t2,t3,f1,f2,f3,WHAT,HOW,WHOM,nPeople,d1,d2,d3,d4,c1,c2,c3,gender,age,job,jobOut,job_sector,work_hours,noQs,respRate
1,S001,iOS,1,1,2,work,22:29.8,24:34.7,4,3,5,6,1,2,7,4,6,ANALYSIS,PC,COLL,1,5,4,3,3,4,7,4,M,33,Science and engineering professionals,FALSE,Public,50,0,3
2,S001,iOS,1,1,3,work,05:17.0,07:35.1,3,4,4,2,2,3,5,5,6,NETWORKING,FACE2FACE,"COLL,OVER",5,5,2,4,3,1,1,3,M,33,Science and engineering professionals,FALSE,Public,50,0,3
3,S001,iOS,1,1,4,work,27:32.5,30:19.1,2,4,2,2,2,2,3,4,4,"BREAK,NETWORKING",FACE2FACE,"COLL,FAMILY",5,5,3,2,2,1,2,2,M,33,Science and engineering professionals,FALSE,Public,50,0,3
4,S001,iOS,1,1,7,work,00:27.0,02:27.5,2,4,4,3,5,3,7,6,6,"AUTHORING,DISSEMINATION",PC,ALONE,0,5,5,3,5,3,7,7,M,33,Science and engineering professionals,FALSE,Public,50,0,3
5,S001,iOS,2,3,3,work,56:18.0,58:28.3,3,3,3,4,2,3,4,3,3,"NETWORKING,ADMINISTRATIVE","FACE2FACE,PC,SMARTPHONE","COLL,OVER,UNDER",50,3,2,2,3,1,1,1,M,33,Science and engineering professionals,FALSE,Public,50,0,3
6,S001,iOS,2,3,6,work,34:15.8,35:57.3,3,4,5,3,4,1,6,6,6,NETWORKING,"FACE2FACE,PC","COLL,OVER",30,1,1,2,2,1,1,1,M,33,Science and engineering professionals,FALSE,Public,50,0,3
7,S001,iOS,2,3,7,work,59:33.9,01:33.4,3,4,3,4,2,2,6,5,5,OTHER,"PC,FACE2FACE",COLL,1,4,5,3,3,7,7,7,M,33,Science and engineering professionals,FALSE,Public,50,0,3
8,S001,iOS,3,5,3,work,00:19.5,01:52.0,2,3,2,3,6,2,3,3,3,"ACQUISITION,ANALYSIS,AUTHORING","PC,FACE2FACE",ALONE,0,5,3,6,4,6,7,7,M,33,Science and engineering professionals,FALSE,Public,50,0,3
9,S001,iOS,3,5,4,work,25:59.6,27:42.5,2,4,4,3,4,1,4,3,3,"BREAK,AUTHORING","PC,OTHER",ALONE,0,5,2,5,5,7,6,6,M,33,Science and engineering professionals,FALSE,Public,50,0,3
10,S001,iOS,3,5,6,work,48:54.6,50:44.8,3,4,3,3,2,2,6,7,6,"ACQUISITION,ANALYSIS,AUTHORING",PC,ALONE,0,6,6,3,6,7,7,7,M,33,Science and engineering professionals,FALSE,Public,50,0,3
11,S001,iOS,3,5,7,work,10:32.3,12:00.8,4,3,2,4,2,3,7,6,6,ACQUISITION,PC,ALONE,0,5,5,3,5,7,7,7,M,33,Science and engineering professionals,FALSE,Public,50,0,3
12,S002,iOS,1,5,1,baseline,15:05.6,16:53.7,3,3,4,3,7,7,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,29,Science and engineering professionals,FALSE,Public,50,0,3
13,S002,iOS,1,5,2,work,38:03.7,39:25.3,2,5,3,4,6,6,5,4,6,ACQUISITION,PC,ALONE,0,3,1,1,2,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
14,S002,iOS,1,5,4,work,41:13.3,42:26.2,2,4,3,6,5,5,4,3,4,ACQUISITION,PC,ALONE,0,5,4,3,4,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
15,S002,iOS,1,5,5,work,59:52.9,00:56.3,4,2,4,2,5,5,2,2,3,ACQUISITION,PC,ALONE,0,5,3,3,4,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
16,S002,iOS,1,5,7,work,10:35.0,11:29.2,4,5,3,3,5,6,2,3,6,ACQUISITION,PC,ALONE,0,6,4,3,6,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
17,S002,iOS,2,1,3,work,09:16.1,10:24.7,3,3,3,3,5,3,5,5,4,ACQUISITION,PC,ALONE,0,4,3,5,4,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
18,S002,iOS,2,1,4,work,29:44.9,30:41.4,3,5,4,3,5,5,4,4,4,ACQUISITION,PC,ALONE,0,5,3,6,7,6,7,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
19,S002,iOS,2,1,5,work,57:25.8,58:09.7,4,3,3,5,6,6,2,2,3,ACQUISITION,PC,ALONE,0,4,4,6,6,6,6,7,M,29,Science and engineering professionals,FALSE,Public,50,0,3
20,S002,iOS,2,1,6,work,21:04.2,21:46.0,2,4,4,6,5,6,2,3,2,ACQUISITION,PC,ALONE,0,4,3,3,6,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
21,S002,iOS,2,1,7,work,05:34.0,06:18.3,3,3,4,6,4,6,2,2,2,ACQUISITION,PC,ALONE,0,5,3,6,6,7,6,7,M,29,Science and engineering professionals,FALSE,Public,50,0,3
22,S002,iOS,3,3,2,work,33:41.6,34:47.0,2,3,2,3,2,1,6,3,2,ACQUISITION,PC,ALONE,0,2,2,3,4,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
23,S002,iOS,3,3,3,work,59:50.0,00:44.2,3,4,3,4,2,3,3,4,3,ACQUISITION,PC,ALONE,0,3,3,2,3,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
24,S002,iOS,3,3,4,work,37:58.5,39:05.2,3,4,4,4,3,3,3,3,3,ACQUISITION,PC,ALONE,0,5,3,3,5,5,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
25,S002,iOS,3,3,5,work,08:35.2,09:28.2,3,5,5,4,5,4,5,4,5,ACQUISITION,PC,ALONE,0,4,3,3,3,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
26,S002,iOS,3,3,6,work,32:08.9,32:50.7,3,5,4,5,4,3,5,5,5,ACQUISITION,PC,ALONE,0,4,4,3,3,6,6,6,M,29,Science and engineering professionals,FALSE,Public,50,0,3
27,S003,iOS,1,3,1,baseline,15:20.1,18:20.9,4,4,4,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,42,General and keyboard clerks,FALSE,Private,40,0,2
28,S003,iOS,1,3,7,work,01:11.5,03:45.0,4,4,3,5,4,3,3,4,4,"BREAK,ANALYSIS",PC,ALONE,4,4,4,4,6,4,3,4,F,42,General and keyboard clerks,FALSE,Private,40,0,2
29,S003,iOS,2,5,1,baseline,24:35.5,41:14.8,3,3,5,3,3,2,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,42,General and keyboard clerks,FALSE,Private,40,0,2
30,S003,iOS,2,5,3,work,35:23.8,39:15.6,3,4,4,5,2,3,3,4,3,ANALYSIS,PC,ALONE,8,4,4,4,4,2,4,4,F,42,General and keyboard clerks,FALSE,Private,40,0,2
31,S003,iOS,2,5,5,work,39:39.4,42:14.7,2,4,2,4,3,2,4,5,4,ANALYSIS,PC,ALONE,8,4,4,2,3,2,2,3,F,42,General and keyboard clerks,FALSE,Private,40,0,2
32,S003,iOS,2,5,6,work,56:07.5,57:54.8,1,1,3,1,2,1,3,5,3,"BREAK,ANALYSIS",PC,ALONE,8,4,3,3,3,3,3,3,F,42,General and keyboard clerks,FALSE,Private,40,0,2
33,S003,iOS,2,5,7,work,00:42.3,02:31.0,1,4,3,4,4,3,5,5,4,"BREAK,ANALYSIS",PC,ALONE,8,4,3,3,4,2,2,3,F,42,General and keyboard clerks,FALSE,Private,40,0,2
34,S003,iOS,3,3,3,work,15:26.0,17:47.1,4,4,3,4,4,4,4,4,4,ANALYSIS,PC,ALONE,5,4,4,4,4,4,3,4,F,42,General and keyboard clerks,FALSE,Private,40,0,2
35,S004,Android,1,1,1,baseline,15:00.9,16:38.4,2,1,2,1,2,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
36,S004,Android,1,1,2,work,29:38.7,38:14.5,3,3,1,2,2,1,2,2,1,ACQUISITION,PC,ALONE,3,4,2,4,2,2,6,4,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
37,S004,Android,1,1,3,work,52:03.2,55:11.7,3,2,2,3,2,2,3,2,3,ADMINISTRATIVE,PC,COLL,3,4,4,3,3,3,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
38,S004,Android,1,1,4,work,21:43.4,27:39.7,4,3,3,4,2,3,4,4,3,ACQUISITION,"PC,PHONE",ALONE,3,5,4,4,4,2,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
39,S004,Android,1,1,5,work,53:22.1,55:50.8,4,4,2,4,2,2,4,5,5,"ACQUISITION,ADMINISTRATIVE",PC,COLL,3,4,2,4,3,3,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
40,S004,Android,1,1,6,work,33:22.8,36:21.4,4,3,4,3,2,2,5,3,4,ACQUISITION,PC,COLL,2,5,3,3,4,3,5,3,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
41,S004,Android,1,1,7,work,08:22.7,12:59.4,4,3,2,3,2,2,6,4,5,ACQUISITION,"PC,PHONE",ALONE,2,5,3,3,3,3,5,6,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
42,S004,Android,2,3,1,baseline,15:00.7,17:01.7,1,1,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
43,S004,Android,2,3,2,work,22:50.9,39:15.2,1,2,1,1,1,1,1,1,2,ACQUISITION,"PC,PAPER",COLL,1,3,3,3,3,6,6,6,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
44,S004,Android,2,3,3,work,58:20.8,05:52.7,3,2,1,3,2,1,2,6,2,ACQUISITION,PC,COLL,2,4,3,4,4,4,6,6,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
45,S004,Android,2,3,4,work,38:17.8,44:57.7,3,2,2,2,2,2,3,3,2,ACQUISITION,"PC,PHONE",ALONE,3,4,5,4,4,3,7,7,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
46,S004,Android,2,3,5,work,57:54.7,00:48.1,2,2,1,3,2,2,3,5,3,"ACQUISITION,NETWORKING","PC,PHONE",ALONE,3,4,3,3,3,5,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
47,S004,Android,2,3,6,work,27:54.7,32:47.6,2,2,4,2,2,2,4,5,3,ACQUISITION,PC,COLL,3,4,4,4,4,4,4,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
48,S004,Android,2,3,7,work,00:56.1,02:56.6,2,2,2,4,2,2,4,4,4,ACQUISITION,PC,COLL,3,5,4,4,4,5,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
49,S004,Android,3,5,1,baseline,15:00.7,17:53.5,1,2,3,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
50,S004,Android,3,5,3,work,57:53.8,59:46.9,2,2,2,2,2,2,2,2,2,ACQUISITION,PC,ALONE,2,3,2,3,3,4,6,6,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
51,S004,Android,3,5,4,work,32:53.3,40:44.6,2,3,3,2,3,2,4,5,3,ACQUISITION,PC,COLL,3,4,4,4,5,5,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
52,S004,Android,3,5,5,work,07:31.7,12:59.4,3,4,3,5,3,3,4,4,3,ACQUISITION,"PC,PHONE",COLL,2,4,4,5,4,5,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
53,S004,Android,3,5,6,work,32:30.7,34:34.9,2,2,2,2,2,1,4,3,3,"ACQUISITION,ADMINISTRATIVE",PC,COLL,2,3,2,4,3,3,6,6,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
54,S004,Android,3,5,7,work,02:31.7,05:12.9,2,2,3,4,2,3,5,4,5,ADMINISTRATIVE,PC,ALONE,2,5,3,4,4,4,5,5,F,40,Business and administration associate professionals,FALSE,Public,50,0,3
55,S005,Android,1,1,2,work,38:26.5,42:21.2,3,2,3,3,4,4,3,4,4,ANALYSIS,PC,ALONE,0,5,5,3,6,6,7,5,M,43,Science and engineering professionals,FALSE,Public,50,0,3
56,S005,Android,1,1,3,work,50:29.1,00:12.4,3,3,3,4,3,3,4,4,4,NETWORKING,PC,ALONE,0,5,5,4,4,5,5,6,M,43,Science and engineering professionals,FALSE,Public,50,0,3
57,S005,Android,1,1,4,work,25:30.2,29:00.7,3,3,3,5,4,4,3,4,4,NETWORKING,PC,COLL,2,5,5,5,5,4,5,5,M,43,Science and engineering professionals,FALSE,Public,50,0,3
58,S005,Android,2,3,2,work,34:27.1,36:37.5,3,3,4,5,4,5,4,4,4,ACQUISITION,PC,ALONE,0,6,5,5,5,3,5,4,M,43,Science and engineering professionals,FALSE,Public,50,0,3
59,S005,Android,2,3,3,work,04:26.5,12:05.3,3,2,3,4,4,5,4,5,5,DISSEMINATION,FACE2FACE,COLL,2,5,5,4,5,4,5,4,M,43,Science and engineering professionals,FALSE,Public,50,0,3
60,S005,Android,2,3,6,work,39:26.4,51:01.7,4,4,4,4,5,3,6,6,5,DISSEMINATION,FACE2FACE,CUSTOMER,80,4,4,2,5,1,4,5,M,43,Science and engineering professionals,FALSE,Public,50,0,3
61,S005,Android,2,3,7,work,04:26.6,07:32.5,3,4,3,3,4,4,4,6,3,"BREAK,NETWORKING",PC,ALONE,0,5,5,5,5,6,7,5,M,43,Science and engineering professionals,FALSE,Public,50,0,3
62,S005,Android,3,5,3,work,59:09.2,09:01.3,4,5,4,5,4,4,4,4,4,ACQUISITION,PC,ALONE,0,5,5,5,5,3,6,5,M,43,Science and engineering professionals,FALSE,Public,50,0,3
63,S005,Android,3,5,4,work,23:30.3,38:01.0,3,3,3,4,4,3,4,5,4,NETWORKING,PC,COLL,0,5,3,4,5,4,6,4,M,43,Science and engineering professionals,FALSE,Public,50,0,3
64,S005,Android,3,5,6,work,26:50.2,46:19.6,3,5,3,3,3,3,4,5,4,ACQUISITION,PC,ALONE,0,5,4,4,5,5,5,4,M,43,Science and engineering professionals,FALSE,Public,50,0,3
65,S006,Android,1,1,1,baseline,15:00.5,22:30.3,2,3,2,4,4,4,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,59,Business and administration professionals,FALSE,Private,46,0,3
66,S006,Android,1,1,3,work,55:34.1,58:34.2,4,4,4,5,4,4,5,3,5,ACQUISITION,PC,ALONE,0,6,5,4,5,1,2,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
67,S006,Android,1,1,4,work,29:15.1,32:16.8,5,4,4,5,4,4,3,4,4,ACQUISITION,PC,ALONE,0,5,4,2,4,2,1,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
68,S006,Android,1,1,5,work,57:28.1,00:08.4,4,4,4,5,5,6,5,4,4,ADMINISTRATIVE,PC,ALONE,0,5,6,3,5,2,2,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
69,S006,Android,1,1,6,work,30:09.1,44:38.8,3,4,4,4,4,3,4,3,4,ADMINISTRATIVE,PC,ALONE,0,5,5,2,4,1,1,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
70,S006,Android,1,1,7,work,07:20.1,12:51.0,5,3,3,5,4,3,6,5,5,ADMINISTRATIVE,PC,ALONE,0,5,6,4,5,1,2,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
71,S006,Android,2,3,1,baseline,15:00.5,17:02.8,3,4,3,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,59,Business and administration professionals,FALSE,Private,46,0,3
72,S006,Android,2,3,2,work,28:24.1,30:51.9,4,4,4,4,5,4,3,3,4,ACQUISITION,PAPER,ALONE,0,5,5,3,5,1,1,1,F,59,Business and administration professionals,FALSE,Private,46,0,3
73,S006,Android,2,3,3,work,02:11.1,14:47.5,5,5,4,5,4,5,5,4,4,ACQUISITION,PAPER,ALONE,0,5,5,2,3,2,2,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
74,S006,Android,2,3,4,work,20:28.0,23:01.6,5,4,5,5,4,4,5,4,4,ADMINISTRATIVE,PC,ALONE,0,4,4,2,4,2,1,1,F,59,Business and administration professionals,FALSE,Private,46,0,3
75,S006,Android,2,3,5,work,51:06.0,52:51.2,5,4,4,5,4,5,6,4,5,ADMINISTRATIVE,PC,ALONE,0,4,5,4,5,2,2,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
76,S006,Android,2,3,6,work,28:15.4,30:24.3,5,4,4,5,4,4,6,5,5,ADMINISTRATIVE,PC,ALONE,0,5,5,3,5,2,1,1,F,59,Business and administration professionals,FALSE,Private,46,0,3
77,S006,Android,3,5,1,baseline,15:00.7,16:57.3,4,5,5,3,3,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,59,Business and administration professionals,FALSE,Private,46,0,3
78,S006,Android,3,5,2,work,31:28.8,33:04.9,5,4,6,4,4,4,6,4,6,ADMINISTRATIVE,PC,ALONE,0,4,5,4,5,1,1,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
79,S006,Android,3,5,3,work,56:35.7,58:29.2,5,4,6,4,4,5,6,5,5,ADMINISTRATIVE,PC,ALONE,0,5,5,5,5,5,2,3,F,59,Business and administration professionals,FALSE,Private,46,0,3
80,S006,Android,3,5,5,work,51:54.4,54:36.0,5,4,5,5,4,4,6,5,6,ACQUISITION,PAPER,ALONE,0,4,5,3,5,1,1,1,F,59,Business and administration professionals,FALSE,Private,46,0,3
81,S006,Android,3,5,6,work,23:55.9,29:25.4,4,4,4,4,4,4,4,4,4,OTHER,PC,ALONE,0,5,4,3,5,1,2,2,F,59,Business and administration professionals,FALSE,Private,46,0,3
82,S007,Android,1,1,4,work,26:23.6,35:26.1,4,5,4,6,4,5,2,4,3,ADMINISTRATIVE,"PC,PAPER",ALONE,0,4,2,5,3,7,7,7,M,41,"Building and related trades workers, excluding electricians",TRUE,Private,55,0,2
83,S007,Android,2,5,1,baseline,15:01.1,05:08.2,1,4,3,4,4,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,41,"Building and related trades workers, excluding electricians",TRUE,Private,55,0,2
84,S007,Android,2,5,2,work,36:10.5,40:08.1,4,4,4,4,4,4,4,4,4,ACQUISITION,PC,ALONE,0,4,4,4,4,4,4,4,M,41,"Building and related trades workers, excluding electricians",TRUE,Private,55,0,2
85,S007,Android,2,5,3,work,04:58.9,08:43.3,2,4,4,3,3,2,4,4,4,NETWORKING,PHONE,ALONE,0,4,4,4,4,4,4,4,M,41,"Building and related trades workers, excluding electricians",TRUE,Private,55,0,2
86,S008,Android,1,3,1,baseline,15:00.3,26:16.2,2,4,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
87,S008,Android,1,3,2,work,36:06.3,40:15.2,3,4,3,2,2,2,5,3,3,"ACQUISITION,NETWORKING",PC,ALONE,0,3,2,5,2,6,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
88,S008,Android,1,3,3,work,00:02.4,03:25.0,3,4,4,3,2,1,3,3,2,"ANALYSIS,ADMINISTRATIVE",PC,ALONE,0,4,2,3,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
89,S008,Android,1,3,5,work,08:13.3,22:14.2,3,3,4,2,2,2,5,4,4,NETWORKING,SKYPE,COLL,2,4,2,4,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
90,S008,Android,1,3,6,work,38:12.9,39:21.3,2,4,3,2,1,1,5,5,4,ACQUISITION,PC,ALONE,0,2,2,2,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
91,S008,Android,2,5,1,baseline,15:00.3,24:54.3,2,4,3,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
92,S008,Android,2,5,2,work,29:15.8,34:03.4,2,2,2,2,2,2,2,2,2,ADMINISTRATIVE,PC,ALONE,0,2,2,1,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
93,S008,Android,2,5,3,work,06:45.3,08:48.7,2,2,2,2,1,2,4,3,2,ANALYSIS,PC,ALONE,0,4,4,4,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
94,S008,Android,2,5,4,work,40:00.2,55:54.2,3,4,4,2,1,1,6,5,5,ANALYSIS,PC,ALONE,0,4,2,2,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
95,S008,Android,2,5,5,work,53:15.6,54:43.0,3,6,5,5,3,5,5,6,5,BREAK,PHONE,OTHER,1,2,2,2,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
96,S008,Android,2,5,6,work,33:15.5,34:24.0,3,4,5,3,1,1,6,6,6,AUTHORING,PC,ALONE,0,2,2,2,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
97,S008,Android,2,5,7,work,03:15.7,08:28.2,2,4,3,1,1,1,6,5,6,BREAK,OTHER,ALONE,0,3,4,2,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
98,S008,Android,3,1,4,work,43:17.3,49:23.5,3,4,3,2,2,2,6,5,5,ACQUISITION,PC,ALONE,0,2,2,2,2,7,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
99,S008,Android,3,1,7,work,03:17.2,09:37.3,5,7,6,5,5,5,6,7,6,BREAK,OTHER,ALONE,0,1,1,1,1,1,7,7,F,33,Administrative and commercial managers,FALSE,Private,40,0,2
100,S009,Android,1,5,1,baseline,15:00.2,20:12.0,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,44,Production and specialised services managers,FALSE,Private,45,0,2
101,S009,Android,1,5,2,work,26:05.3,32:45.0,4,4,3,5,4,3,4,3,5,"ADMINISTRATIVE,BREAK",FACE2FACE,COLL,3,4,3,4,4,4,4,4,M,44,Production and specialised services managers,FALSE,Private,45,0,2
102,S009,Android,1,5,3,work,09:48.3,23:40.1,5,4,2,5,4,3,6,4,6,NETWORKING,PHONE,ALONE,0,6,2,2,6,1,2,2,M,44,Production and specialised services managers,FALSE,Private,45,0,2
103,S009,Android,1,5,5,work,03:04.1,05:19.7,3,4,4,3,4,3,3,3,5,ANALYSIS,"PC,PHONE",ALONE,0,4,4,4,4,4,4,4,M,44,Production and specialised services managers,FALSE,Private,45,0,2
104,S009,Android,1,5,6,work,28:03.7,31:46.6,5,5,4,5,4,4,6,4,4,ADMINISTRATIVE,"FACE2FACE,PC","COLL,UNDER",4,4,5,4,4,4,4,4,M,44,Production and specialised services managers,FALSE,Private,45,0,2
105,S009,Android,1,5,7,work,03:03.8,20:13.3,5,4,4,4,4,4,4,4,4,"ANALYSIS,BREAK","FACE2FACE,PC",ALONE,0,4,4,4,NA,NA,NA,NA,M,44,Production and specialised services managers,FALSE,Private,45,0,2
106,S009,Android,2,1,1,baseline,18:37.3,28:15.2,5,5,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,44,Production and specialised services managers,FALSE,Private,45,0,2
107,S009,Android,2,1,2,work,23:37.1,27:28.5,5,5,5,4,5,4,5,4,5,ACQUISITION,PC,ALONE,0,4,4,4,4,4,4,4,M,44,Production and specialised services managers,FALSE,Private,45,0,2
108,S009,Android,2,1,3,work,03:37.3,07:07.5,4,5,4,4,4,4,6,4,4,NETWORKING,PHONE,ALONE,0,4,4,4,4,4,4,4,M,44,Production and specialised services managers,FALSE,Private,45,0,2
109,S009,Android,2,1,7,work,58:40.3,13:25.0,6,4,5,5,4,6,7,7,7,ADMINISTRATIVE,"FACE2FACE,PAPER",COLL,6,6,6,3,4,4,4,4,M,44,Production and specialised services managers,FALSE,Private,45,0,2
110,S010,iOS,1,1,1,baseline,15:23.6,17:07.4,4,5,6,4,5,5,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
111,S010,iOS,1,1,2,work,44:01.1,46:46.7,4,6,5,5,3,4,2,1,3,ANALYSIS,PC,COLL,1,5,4,4,5,4,7,6,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
112,S010,iOS,1,1,3,work,01:39.5,03:32.5,2,5,4,5,5,4,2,2,2,ANALYSIS,PC,COLL,1,4,4,6,4,5,7,6,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
113,S010,iOS,1,1,4,work,37:18.7,39:59.5,1,4,2,6,4,2,4,5,3,"BREAK,DISSEMINATION","FACE2FACE,OTHER",ALONE,0,4,4,2,3,NA,NA,NA,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
114,S010,iOS,2,5,1,baseline,15:02.4,16:51.5,3,4,5,2,3,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
115,S010,iOS,2,5,3,work,05:26.7,07:45.3,2,4,3,3,3,3,3,4,3,AUTHORING,PC,ALONE,0,4,4,5,5,5,7,6,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
116,S010,iOS,2,5,4,work,41:27.7,42:24.2,3,5,3,5,3,3,3,3,4,ANALYSIS,PC,ALONE,0,3,3,3,2,7,7,7,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
117,S010,iOS,2,5,5,work,01:04.7,02:17.6,1,3,2,3,3,3,5,3,4,"BREAK,DISSEMINATION",FACE2FACE,UNDER,2,4,4,5,5,7,7,6,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
118,S010,iOS,2,5,7,work,10:02.2,11:03.2,3,3,2,2,3,3,2,4,2,DISSEMINATION,FACE2FACE,UNDER,2,5,6,6,2,4,7,6,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
119,S010,iOS,3,3,1,baseline,15:40.7,16:51.9,2,5,3,2,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
120,S010,iOS,3,3,3,work,59:44.5,01:17.3,2,5,3,2,3,2,2,3,2,"BREAK,ACQUISITION",PC,ALONE,0,3,2,2,2,2,3,2,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
121,S010,iOS,3,3,5,work,08:56.3,09:56.8,2,6,6,3,4,5,3,3,3,DISSEMINATION,PC,ALONE,0,4,5,5,5,5,5,5,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
122,S010,iOS,3,3,6,work,22:11.3,25:30.5,2,3,3,3,3,5,2,3,2,AUTHORING,PC,UNDER,1,3,4,4,4,7,7,7,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
123,S010,iOS,3,3,7,work,05:03.6,06:01.6,2,6,2,3,2,2,4,6,5,NETWORKING,FACE2FACE,UNDER,2,4,3,3,3,6,6,6,F,29,Administrative and commercial managers,FALSE,Private,48,0,3
124,S011,iOS,1,1,1,baseline,18:10.7,19:59.0,3,4,5,7,4,4,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,29,General and keyboard clerks,FALSE,Private,37,0,3
125,S011,iOS,1,1,2,work,26:42.6,28:10.2,4,4,4,4,4,4,4,3,5,NETWORKING,PC,COLL,70,5,5,5,5,3,3,3,M,29,General and keyboard clerks,FALSE,Private,37,0,3
